key,name,description,attached to,layer,type,kind,url
humanities,Humanities,,,0,,group,https://en.wikipedia.org/wiki/Humanities
humanities.divinity.canon-law,Canon law,,Divinity|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Canon_law
humanities.divinity.church-history,Church history,,Divinity|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/History_of_Christianity
humanities.divinity.field-ministry,Field ministry,,Divinity|0,2,S,subdiscipline,
humanities.divinity.field-ministry.pastoral-counseling,Pastoral counseling,,Field ministry|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Pastoral_counseling
humanities.divinity.field-ministry.pastoral-theology,Pastoral theology,,Field ministry|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Pastoral_theology
humanities.divinity.field-ministry.religious-education-techniques,Religious education techniques,,Field ministry|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Religious_education
humanities.divinity.field-ministry.homiletics,Homiletics,,Field ministry|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Homiletics
humanities.divinity.field-ministry.liturgy,Liturgy,,Field ministry|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Liturgy
humanities.divinity.field-ministry.sacred-music,Sacred music,,Field ministry|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Sacred_music
humanities.divinity.field-ministry.missiology,Missiology,,Field ministry|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Missiology
humanities.divinity.hermeneutics,Hermeneutics,,Divinity|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Hermeneutics
humanities.divinity.scriptural-study-and-languages,Scriptural study and languages,,Divinity|0,2,S,subdiscipline,
humanities.divinity.scriptural-study-and-languages.avestan,Avestan,,Scriptural study and languages|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Avestan
humanities.divinity.scriptural-study-and-languages.biblical-hebrew,Biblical Hebrew,,Scriptural study and languages|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Biblical_Hebrew_language
humanities.divinity.scriptural-study-and-languages.biblical-studies-sacred-scripture,Biblical studies/Sacred Scripture,,Scriptural study and languages|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Biblical_studies
humanities.divinity.scriptural-study-and-languages.classical-arabic,Classical Arabic,,Scriptural study and languages|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Classical_Arabic
humanities.divinity.scriptural-study-and-languages.classical-armenian,Classical Armenian,,Scriptural study and languages|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Classical_Armenian
humanities.divinity.scriptural-study-and-languages.coptic,Coptic,,Scriptural study and languages|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Coptic_language
humanities.divinity.scriptural-study-and-languages.ge-ez,Ge'ez,,Scriptural study and languages|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Ge%27ez
humanities.divinity.scriptural-study-and-languages.koine-greek,Koine Greek,,Scriptural study and languages|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Koine_Greek
humanities.divinity.scriptural-study-and-languages.latin,Latin,,Scriptural study and languages|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Latin
humanities.divinity.scriptural-study-and-languages.old-church-slavonic,Old Church Slavonic,,Scriptural study and languages|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Old_Church_Slavonic
humanities.divinity.scriptural-study-and-languages.old-georgian,Old Georgian,,Scriptural study and languages|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Old_Georgian
humanities.divinity.scriptural-study-and-languages.pali,Pali,,Scriptural study and languages|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Pali
humanities.divinity.scriptural-study-and-languages.syriac,Syriac,,Scriptural study and languages|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Syriac_language
humanities.divinity.scriptural-study-and-languages.vedic-sanskrit-vedas,Vedic Sanskrit (Vedas),,Scriptural study and languages|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Vedic_Sanskrit
humanities.divinity.theology,Theology,,Divinity|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Theology
humanities.divinity.theology.dogmatic-theology,Dogmatic theology,,key:humanities.divinity.theology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Dogmatic_theology
humanities.divinity.theology.ecclesiology,Ecclesiology,,key:humanities.divinity.theology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Ecclesiology
humanities.divinity.theology.sacramental-theology,Sacramental theology,,key:humanities.divinity.theology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Sacrament
humanities.divinity.theology.systematic-theology,Systematic theology,,key:humanities.divinity.theology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Systematic_theology
humanities.divinity.theology.christian-ethics,Christian ethics,,key:humanities.divinity.theology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Christian_ethics
humanities.divinity.theology.hindu-ethics,Hindu ethics,,key:humanities.divinity.theology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Hindu_ethics
humanities.divinity.theology.moral-theology,Moral theology,,key:humanities.divinity.theology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Moral_theology
humanities.divinity.theology.historical-theology,Historical theology,,key:humanities.divinity.theology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Historical_theology
humanities.theology,Theology,,Humanities|0,1,S,discipline,https://en.wikipedia.org/wiki/Outline_of_theology
humanities.theology.biblical-studies,Biblical studies,,key:humanities.theology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Biblical_studies
humanities.theology.biblical-studies.biblical-hebrew-koine-greek-aramaic,"Biblical Hebrew, Koine Greek, Aramaic",,Biblical studies|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Biblical_Hebrew
humanities.theology.buddhist-theology,Buddhist theology,,key:humanities.theology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Buddhist_philosophy
humanities.theology.buddhist-theology.pali-studies,Pali Studies,,Buddhist theology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Pali_language
humanities.theology.christian-theology,Christian theology,,key:humanities.theology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Christian_theology
humanities.theology.christian-theology.anglican-theology,Anglican theology,,key:humanities.theology.christian-theology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Anglican_theology
humanities.theology.christian-theology.baptist-theology,Baptist theology,,key:humanities.theology.christian-theology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Baptist_theology
humanities.theology.christian-theology.catholic-theology,Catholic theology,,key:humanities.theology.christian-theology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Catholic_theology
humanities.theology.christian-theology.eastern-orthodox-theology,Eastern Orthodox theology,,key:humanities.theology.christian-theology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Eastern_Orthodox_theology
humanities.theology.christian-theology.protestant-theology,Protestant theology,,key:humanities.theology.christian-theology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Protestant_theology
humanities.theology.hindu-theology,Hindu theology,,key:humanities.theology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Hindu_theology
humanities.theology.hindu-theology.sanskrit-studies,Sanskrit Studies,,Hindu theology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Sanskrit_language
humanities.theology.hindu-theology.dravidian-studies,Dravidian Studies,,Hindu theology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Dravidian_studies
humanities.theology.jewish-theology,Jewish theology,,key:humanities.theology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Jewish_theology_(disambiguation)
humanities.theology.muslim-theology,Muslim theology,,key:humanities.theology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Muslim_theology
humanities.theology.muslim-theology.arabic-studies,Arabic Studies,,Muslim theology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Arabic_language
humanities.theology.buddhist-studies,Buddhist studies,,key:humanities.theology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Buddhist_studies
humanities.religion,Religion,,Humanities|0,1,S,discipline,https://en.wikipedia.org/wiki/Religion
humanities.religion.abrahamic-religions,Abrahamic religions,,Religion|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Abrahamic_religions
humanities.religion.abrahamic-religions.christianity,Christianity,,Abrahamic religions|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Christianity
humanities.religion.abrahamic-religions.christianity.christian-theology,Christian theology,,Christianity|0,4,S,subdiscipline,https://en.wikipedia.org/wiki/Christian_theology
humanities.religion.abrahamic-religions.islam-islamic-studies,Islam / Islamic studies,,Abrahamic religions|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Islam
humanities.religion.abrahamic-religions.judaism-jewish-studies,Judaism / Jewish studies,,Abrahamic religions|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Judaism
humanities.religion.apologetics,Apologetics,,Religion|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Apologetics
humanities.religion.indian-religions,Indian religions,,Religion|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Indian_religions
humanities.religion.indian-religions.buddhism-buddhist-studies,Buddhism / Buddhist studies,,Indian religions|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Buddhism
humanities.religion.indian-religions.hinduism,Hinduism,,Indian religions|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Hinduism
humanities.religion.indian-religions.jainism,Jainism,,Indian religions|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Jainism
humanities.religion.indian-religions.sikhism,Sikhism,,Indian religions|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Sikhism
humanities.religion.east-asian-religions,East Asian religions,,Religion|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/East_Asian_religions
humanities.religion.east-asian-religions.chinese-folk-religion,Chinese folk religion,,East Asian religions|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Chinese_folk_religion
humanities.religion.east-asian-religions.confucianism,Confucianism,,East Asian religions|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Confucianism
humanities.religion.east-asian-religions.shinto,Shinto,,East Asian religions|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Shinto
humanities.religion.east-asian-religions.daoism,Daoism,,East Asian religions|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Daoism
humanities.religion.east-asian-religions.i-kuan-tao,I-Kuan Tao,,East Asian religions|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/I-Kuan_Tao
humanities.religion.east-asian-religions.caodaism,Caodaism,,East Asian religions|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Caodaism
humanities.religion.east-asian-religions.chondogyo,Chondogyo,,East Asian religions|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Chondogyo
humanities.religion.east-asian-religions.tenrikyo,Tenrikyo,,East Asian religions|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Tenrikyo
humanities.religion.east-asian-religions.oomoto,Oomoto,,East Asian religions|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Oomoto
humanities.religion.other-religions,Other religions,,Religion|0,2,S,subdiscipline,
humanities.religion.other-religions.african-religions,African religions,,Other religions|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Religion_in_Africa
humanities.religion.other-religions.ancient-egyptian-religion,Ancient Egyptian religion,,Other religions|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Ancient_Egyptian_religion
humanities.religion.other-religions.native-american-religions,Native American religions,,Other religions|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Indigenous_peoples_of_the_Americas
humanities.religion.other-religions.gnosticism,Gnosticism,,Other religions|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Gnosticism
humanities.religion.other-religions.occult,Occult,,Other religions|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Occult
humanities.religion.other-religions.esotericism,Esotericism,,Other religions|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Western_Esotericism_(academia)
humanities.religion.other-religions.mysticism,Mysticism,,Other religions|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Mysticism
humanities.religion.other-religions.spirituality,Spirituality,,Other religions|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Spirituality
humanities.religion.other-religions.new-religious-movements,New religious movements,,Other religions|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/New_religious_movements
humanities.religion.other-religions.sumerian-religion,Sumerian religion,,Other religions|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Sumerian_religion
humanities.religion.other-religions.zoroastrianism,Zoroastrianism,,Other religions|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Zoroastrianism
humanities.religion.comparative-religion,Comparative religion,,Religion|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Comparative_religion
humanities.religion.mythology-and-folklore,Mythology and Folklore,,Religion|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Mythology
humanities.religion.theism,Theism,,Religion|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Theism
humanities.religion.irreligion,Irreligion,,Religion|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Irreligion
humanities.religion.irreligion.agnosticism,Agnosticism,,key:humanities.religion.irreligion|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Agnostic
humanities.religion.irreligion.atheism-and-religious-humanism,Atheism and religious humanism,,key:humanities.religion.irreligion|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Atheism
humanities.religion.irreligion.nontheism,Nontheism,,key:humanities.religion.irreligion|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Nontheism
social-science,Social science,,,0,,group,https://en.wikipedia.org/wiki/Social_science
social-science.anthropology,Anthropology,,Social science|0,1,S,discipline,https://en.wikipedia.org/wiki/Outline_of_anthropology
social-science.anthropology.archaeology,Archaeology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Archaeology
social-science.anthropology.archaeology.biocultural-anthropology,Biocultural anthropology,,Archaeology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Biocultural_anthropology
social-science.anthropology.archaeology.feminist-archaeology,Feminist archaeology,,Archaeology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Feminist_archaeology
social-science.anthropology.archaeology.maritime-archaeology,Maritime archaeology,,Archaeology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Maritime_archaeology
social-science.anthropology.biological-anthropology,Biological anthropology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Biological_anthropology
social-science.anthropology.biological-anthropology.anthrozoology,Anthrozoology,,key:social-science.anthropology.biological-anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Anthrozoology
social-science.anthropology.biological-anthropology.paleoanthropology,Paleoanthropology,,key:social-science.anthropology.biological-anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Paleoanthropology
social-science.anthropology.biological-anthropology.evolutionary-anthropology,Evolutionary anthropology,,key:social-science.anthropology.biological-anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Evolutionary_anthropology
social-science.anthropology.biological-anthropology.forensic-anthropology,Forensic anthropology,,key:social-science.anthropology.biological-anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Forensic_anthropology
social-science.anthropology.linguistic-anthropology,Linguistic anthropology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Linguistic_anthropology
social-science.anthropology.sociocultural-anthropology,Sociocultural anthropology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Sociocultural_anthropology
social-science.anthropology.anthropological-criminology,Anthropological criminology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Anthropological_criminology
social-science.anthropology.anthropological-linguistics,Anthropological linguistics,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Anthropological_linguistics
social-science.anthropology.anthropological-linguistics.synchronic-linguistics-or-descriptive-linguistics,Synchronic linguistics (or Descriptive linguistics),,Anthropological linguistics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Descriptive_linguistics
social-science.anthropology.anthropological-linguistics.diachronic-linguistics-or-historical-linguistics,Diachronic linguistics (or Historical linguistics),,Anthropological linguistics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Diachronic_linguistics
social-science.anthropology.anthropological-linguistics.ethnolinguistics,Ethnolinguistics,,Anthropological linguistics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Ethnolinguistics
social-science.anthropology.anthropological-linguistics.semiotic-anthropology,Semiotic anthropology,,Anthropological linguistics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Semiotic_anthropology
social-science.anthropology.anthropological-linguistics.sociolinguistics,Sociolinguistics,,Anthropological linguistics|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Sociolinguistics
social-science.anthropology.anthrozoology,Anthrozoology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Anthrozoology
social-science.anthropology.biological-anthropology-2,Biological anthropology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Biological_anthropology
social-science.anthropology.biological-anthropology.gene-culture-coevolution,Gene-culture coevolution,,key:social-science.anthropology.biological-anthropology-2|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Dual_inheritance_theory
social-science.anthropology.biological-anthropology.evolutionary-anthropology-2,Evolutionary anthropology,,key:social-science.anthropology.biological-anthropology-2|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Evolutionary_anthropology
social-science.anthropology.biological-anthropology.forensic-anthropology-2,Forensic anthropology,,key:social-science.anthropology.biological-anthropology-2|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Forensic_anthropology
social-science.anthropology.biological-anthropology.human-behavioral-ecology,Human behavioral ecology,,key:social-science.anthropology.biological-anthropology-2|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Human_behavioral_ecology
social-science.anthropology.biological-anthropology.human-evolution,Human evolution,,key:social-science.anthropology.biological-anthropology-2|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Human_evolution
social-science.anthropology.biological-anthropology.medical-anthropology,Medical anthropology,,key:social-science.anthropology.biological-anthropology-2|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Medical_anthropology
social-science.anthropology.biological-anthropology.molecular-anthropology,Molecular anthropology,,key:social-science.anthropology.biological-anthropology-2|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Molecular_anthropology
social-science.anthropology.biological-anthropology.neuroanthropology,Neuroanthropology,,key:social-science.anthropology.biological-anthropology-2|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Neuroanthropology
social-science.anthropology.biological-anthropology.nutritional-anthropology,Nutritional anthropology,,key:social-science.anthropology.biological-anthropology-2|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Nutritional_anthropology
social-science.anthropology.biological-anthropology.paleoanthropology-2,Paleoanthropology,,key:social-science.anthropology.biological-anthropology-2|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Paleoanthropology
social-science.anthropology.biological-anthropology.population-genetics,Population genetics,,key:social-science.anthropology.biological-anthropology-2|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Population_genetics
social-science.anthropology.biological-anthropology.primatology,Primatology,,key:social-science.anthropology.biological-anthropology-2|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Primatology
social-science.anthropology.biocultural-anthropology,Biocultural anthropology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Biocultural_anthropology
social-science.anthropology.cultural-anthropology,Cultural anthropology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Cultural_anthropology
social-science.anthropology.cultural-anthropology.anthropology-of-development,Anthropology of development,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Anthropology_of_development
social-science.anthropology.cultural-anthropology.anthropology-of-religion,Anthropology of religion,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Anthropology_of_religion
social-science.anthropology.cultural-anthropology.applied-anthropology,Applied anthropology,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Applied_anthropology
social-science.anthropology.cultural-anthropology.cognitive-anthropology,Cognitive anthropology,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Cognitive_anthropology
social-science.anthropology.cultural-anthropology.cyborg-anthropology,Cyborg anthropology,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Cyborg_anthropology
social-science.anthropology.cultural-anthropology.digital-anthropology,Digital anthropology,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Digital_anthropology
social-science.anthropology.cultural-anthropology.digital-culture,Digital culture,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Digital_culture
social-science.anthropology.cultural-anthropology.ecological-anthropology,Ecological anthropology,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Ecological_anthropology
social-science.anthropology.cultural-anthropology.economic-anthropology,Economic anthropology,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Economic_anthropology
social-science.anthropology.cultural-anthropology.environmental-anthropology,Environmental anthropology,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Environmental_anthropology
social-science.anthropology.cultural-anthropology.ethnobiology,Ethnobiology,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Ethnobiology
social-science.anthropology.cultural-anthropology.ethnobotany,Ethnobotany,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Ethnobotany
social-science.anthropology.cultural-anthropology.ethnography,Ethnography,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Ethnography
social-science.anthropology.cultural-anthropology.ethnohistory,Ethnohistory,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Ethnohistory
social-science.anthropology.cultural-anthropology.ethnology,Ethnology,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Ethnology
social-science.anthropology.cultural-anthropology.ethnomuseology,Ethnomuseology,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Ethnomuseology
social-science.anthropology.cultural-anthropology.ethnomusicology,Ethnomusicology,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Ethnomusicology
social-science.anthropology.cultural-anthropology.feminist-anthropology,Feminist anthropology,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Feminist_anthropology
social-science.anthropology.cultural-anthropology.folklore,Folklore,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Folklore
social-science.anthropology.cultural-anthropology.kinship,Kinship,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Kinship
social-science.anthropology.cultural-anthropology.legal-anthropology,Legal anthropology,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Legal_anthropology
social-science.anthropology.cultural-anthropology.mythology,Mythology,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Mythology
social-science.anthropology.cultural-anthropology.missiology,Missiology,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Missiology
social-science.anthropology.cultural-anthropology.political-anthropology,Political anthropology,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Political_anthropology
social-science.anthropology.cultural-anthropology.political-economic-anthropology,Political economic anthropology,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Political_economy_in_anthropology
social-science.anthropology.cultural-anthropology.psychological-anthropology,Psychological anthropology,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Psychological_anthropology
social-science.anthropology.cultural-anthropology.public-anthropology,Public anthropology,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Public_anthropology
social-science.anthropology.cultural-anthropology.symbolic-anthropology,Symbolic anthropology,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Symbolic_anthropology
social-science.anthropology.cultural-anthropology.transpersonal-anthropology,Transpersonal anthropology,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Transpersonal_anthropology
social-science.anthropology.cultural-anthropology.urban-anthropology,Urban anthropology,,Cultural anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Urban_anthropology
social-science.anthropology.linguistic-anthropology-2,Linguistic anthropology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Linguistic_anthropology
social-science.anthropology.social-anthropology,Social anthropology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Social_anthropology
social-science.anthropology.social-anthropology.anthropology-of-art,Anthropology of art,,Social anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Anthropology_of_art
social-science.anthropology.social-anthropology.anthropology-of-institutions,Anthropology of institutions,,Social anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Anthropology_of_institutions
social-science.anthropology.social-anthropology.anthropology-of-media,Anthropology of media,,Social anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Anthropology_of_media
social-science.anthropology.social-anthropology.visual-anthropology,Visual anthropology,,Social anthropology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Visual_anthropology
social-science.anthropology.aerial-archaeology,Aerial archaeology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Aerial_archaeology
social-science.anthropology.aviation-archaeology,Aviation archaeology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Aviation_archaeology
social-science.anthropology.anthracology,Anthracology,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Anthracology
social-science.anthropology.archaeo-optics,Archaeo-optics,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Archaeo-optics
social-science.anthropology.archaeoacoustics,Archaeoacoustics,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Archaeoacoustics
social-science.anthropology.archaeoastronomy,Archaeoastronomy,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Archaeoastronomy
social-science.anthropology.archaeogeography,Archaeogeography,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Archaeogeography
social-science.anthropology.archaeological-culture,Archaeological culture,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Archaeological_culture
social-science.anthropology.archaeological-theory,Archaeological theory,,Anthropology|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Archaeological_theory
social-science.anthropology.archaeological-theory.great-ages-archaeology,Great ages archaeology,,Archaeological theory|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Great_ages_archaeology
social-science.anthropology.archaeological-theory.functionalism,Functionalism,,Archaeological theory|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Functionalism_(sociology)
social-science.anthropology.archaeological-theory.processualism,Processualism,,Archaeological theory|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Processualism
social-science.anthropology.archaeological-theory.post-processualism,Post-processualism,,Archaeological theory|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Post-processualism
social-science.anthropology.archaeological-theory.cognitive-archaeology,Cognitive archaeology,,Archaeological theory|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Cognitive_archaeology
social-science.anthropology.archaeological-theory.gender-archaeology,Gender archaeology,,Archaeological theory|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Gender_archaeology
social-science.anthropology.archaeological-theory.feminist-archaeology,Feminist archaeology,,Archaeological theory|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Feminist_archaeology
