key,name,description,attached to,layer,type,kind,url
humanities,Humanities,,,0,,group,https://en.wikipedia.org/wiki/Humanities
applied-science.journalism-media-studies-and-communication.communication-studies.hoax,Hoax,,Communication studies|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Hoax
applied-science.journalism-media-studies-and-communication.communication-studies.information-theory,Information theory,,Communication studies|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Information_theory
applied-science.journalism-media-studies-and-communication.communication-studies.intercultural-communication,Intercultural communication,,Communication studies|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Cross-cultural_communication
applied-science.journalism-media-studies-and-communication.communication-studies.marketing,Marketing,,Communication studies|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Marketing
applied-science.journalism-media-studies-and-communication.communication-studies.mass-communication,Mass communication,,Communication studies|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Mass_communication
applied-science.journalism-media-studies-and-communication.communication-studies.nonverbal-communication,Nonverbal communication,,Communication studies|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Nonverbal_communication
applied-science.journalism-media-studies-and-communication.communication-studies.organizational-communication,Organizational communication,,Communication studies|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Organizational_communication
applied-science.journalism-media-studies-and-communication.communication-studies.popular-culture-studies,Popular culture studies,,Communication studies|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Popular_culture_studies
applied-science.journalism-media-studies-and-communication.communication-studies.propaganda,Propaganda,,Communication studies|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Propaganda
applied-science.journalism-media-studies-and-communication.communication-studies.public-relations,Public relations,,Communication studies|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Public_relations
applied-science.journalism-media-studies-and-communication.communication-studies.speech-communication,Speech communication,,Communication studies|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Speech
applied-science.journalism-media-studies-and-communication.communication-studies.technical-writing,Technical writing,,Communication studies|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Technical_writing
applied-science.journalism-media-studies-and-communication.communication-studies.translation,Translation,,Communication studies|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Translation
applied-science.library-and-museum-studies,Library and museum studies,,Applied science|0,1,S,discipline,https://en.wikipedia.org/wiki/Library_science
applied-science.library-and-museum-studies.archival-science,Archival science,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Archival_science
applied-science.library-and-museum-studies.archivist,Archivist,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Archivist
applied-science.library-and-museum-studies.bibliographic-databases,Bibliographic databases,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Bibliographic_databases
applied-science.library-and-museum-studies.bibliometrics,Bibliometrics,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Bibliometrics
applied-science.library-and-museum-studies.bookmobile,Bookmobile,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Bookmobile
applied-science.library-and-museum-studies.cataloging,Cataloging,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Cataloging
applied-science.library-and-museum-studies.cataloging.citation-analysis,Citation analysis,,Cataloging|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Citation_analysis
applied-science.library-and-museum-studies.categorization,Categorization,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Categorization
applied-science.library-and-museum-studies.classification,Classification,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Classification
applied-science.library-and-museum-studies.classification.library-classification,Library classification,,Classification|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Library_classification
applied-science.library-and-museum-studies.classification.taxonomic-classification,Taxonomic classification,,Classification|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Taxonomic_classification
applied-science.library-and-museum-studies.classification.scientific-classification,Scientific classification,,Classification|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Scientific_classification
applied-science.library-and-museum-studies.classification.statistical-classification,Statistical classification,,Classification|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Statistical_classification
applied-science.library-and-museum-studies.classification.security-classification,Security classification,,Classification|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Security_classification
applied-science.library-and-museum-studies.classification.film-classification,Film classification,,Classification|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Film_classification
applied-science.library-and-museum-studies.collections-care,Collections care,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Collections_care
applied-science.library-and-museum-studies.collection-management,Collection management,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Librarian#Librarian_roles_and_duties
applied-science.library-and-museum-studies.collection-management-policy,Collection Management Policy,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Collection_Management_Policy
applied-science.library-and-museum-studies.conservation-science,Conservation science,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Conservation_science_(cultural_heritage)
applied-science.library-and-museum-studies.conservation-and-restoration-of-cultural-heritage,Conservation and restoration of cultural heritage,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Conservation_and_restoration_of_cultural_heritage
applied-science.library-and-museum-studies.curator,Curator,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Curator
applied-science.library-and-museum-studies.data-storage,Data storage,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Data_storage
applied-science.library-and-museum-studies.database-management,Database management,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Database_management
applied-science.library-and-museum-studies.data-modeling,Data modeling,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Data_modeling
applied-science.library-and-museum-studies.digital-preservation,Digital preservation,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Digital_preservation
applied-science.library-and-museum-studies.dissemination,Dissemination,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Dissemination
applied-science.library-and-museum-studies.film-preservation,Film preservation,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Film_preservation
applied-science.library-and-museum-studies.five-laws-of-library-science,Five laws of library science,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Five_laws_of_library_science
applied-science.library-and-museum-studies.historic-preservation,Historic preservation,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Historic_preservation
applied-science.library-and-museum-studies.history-of-library-science,History of library science,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Library_science#History
applied-science.library-and-museum-studies.human-computer-interaction,Human-computer interaction,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Human-computer_interaction
applied-science.library-and-museum-studies.indexer,Indexer,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Bibliographic_index
applied-science.library-and-museum-studies.informatics,Informatics,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Informatics
applied-science.library-and-museum-studies.information-architecture,Information architecture,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Information_architecture
applied-science.library-and-museum-studies.information-broker,Information broker,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Information_broker
applied-science.library-and-museum-studies.information-literacy,Information literacy,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Information_literacy
applied-science.library-and-museum-studies.information-retrieval,Information retrieval,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Information_retrieval
applied-science.library-and-museum-studies.information-science,Information science,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Information_science
applied-science.library-and-museum-studies.information-systems-and-technology,Information systems and technology,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Information_systems_and_technology
applied-science.library-and-museum-studies.integrated-library-system,Integrated library system,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Integrated_library_system
applied-science.library-and-museum-studies.interlibrary-loan,Interlibrary loan,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Interlibrary_loan
applied-science.library-and-museum-studies.knowledge-engineering,Knowledge engineering,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Knowledge_engineering
applied-science.library-and-museum-studies.knowledge-management,Knowledge management,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Knowledge_management
applied-science.library-and-museum-studies.library,Library,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Library
applied-science.library-and-museum-studies.library-binding,Library binding,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Library_binding
applied-science.library-and-museum-studies.library-circulation,Library circulation,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Library_circulation
applied-science.library-and-museum-studies.library-instruction,Library instruction,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Library_instruction
applied-science.library-and-museum-studies.library-portal,Library portal,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Library_portal
applied-science.library-and-museum-studies.library-technical-services,Library technical services,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Library_technical_services
applied-science.library-and-museum-studies.management,Management,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Management
applied-science.library-and-museum-studies.mass-deacidification,Mass deacidification,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Mass_deacidification
applied-science.library-and-museum-studies.museology,Museology,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Museology
applied-science.library-and-museum-studies.museum-education,Museum education,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Museum_education
applied-science.library-and-museum-studies.museum-education.museum-administration,Museum administration,,Museum education|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Arts_administration
applied-science.library-and-museum-studies.object-conservation,Object conservation,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Object_conservation
applied-science.library-and-museum-studies.preservation,Preservation,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Historic_preservation
applied-science.library-and-museum-studies.prospect-research,Prospect research,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Prospect_research
applied-science.library-and-museum-studies.readers-advisory,Readers' advisory,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Readers%27_advisory
applied-science.library-and-museum-studies.records-management,Records management,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Records_management
applied-science.library-and-museum-studies.reference,Reference,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Reference
applied-science.library-and-museum-studies.reference-desk,Reference desk,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Reference_desk
applied-science.library-and-museum-studies.reference-management-software,Reference management software,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Reference_management_software
applied-science.library-and-museum-studies.registrar,Registrar,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Registrar_(museum)
applied-science.library-and-museum-studies.research-methods,Research methods,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Research_methods
applied-science.library-and-museum-studies.slow-fire,Slow fire,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Slow_fire
applied-science.library-and-museum-studies.special-library,Special library,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Special_library
applied-science.library-and-museum-studies.statistics,Statistics,,Library and museum studies|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Statistics
applied-science.medicine-and-health,Medicine and health,,Applied science|0,1,S,discipline,https://en.wikipedia.org/wiki/Medicine
applied-science.medicine-and-health.alternative-medicine,Alternative medicine,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Alternative_medicine
applied-science.medicine-and-health.audiology,Audiology,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Audiology
applied-science.medicine-and-health.clinical-laboratory-sciences-clinical-pathology-laboratory-medicine,Clinical laboratory sciences/Clinical pathology/Laboratory medicine,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Clinical_laboratory_sciences
applied-science.medicine-and-health.clinical-laboratory-sciences-clinical-pathology-laboratory-medicine.clinical-biochemistry,Clinical biochemistry,,Clinical laboratory sciences/Clinical pathology/Laboratory medicine|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Clinical_biochemistry
applied-science.medicine-and-health.clinical-laboratory-sciences-clinical-pathology-laboratory-medicine.cytogenetics,Cytogenetics,,Clinical laboratory sciences/Clinical pathology/Laboratory medicine|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Cytogenetics
applied-science.medicine-and-health.clinical-laboratory-sciences-clinical-pathology-laboratory-medicine.cytohematology,Cytohematology,,Clinical laboratory sciences/Clinical pathology/Laboratory medicine|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Cytohematology
applied-science.medicine-and-health.clinical-laboratory-sciences-clinical-pathology-laboratory-medicine.cytology,Cytology,,Clinical laboratory sciences/Clinical pathology/Laboratory medicine|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Cell_biology
applied-science.medicine-and-health.clinical-laboratory-sciences-clinical-pathology-laboratory-medicine.haemostasiology,Haemostasiology,,Clinical laboratory sciences/Clinical pathology/Laboratory medicine|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Haemostasiology
applied-science.medicine-and-health.clinical-laboratory-sciences-clinical-pathology-laboratory-medicine.histology,Histology,,Clinical laboratory sciences/Clinical pathology/Laboratory medicine|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Histology
applied-science.medicine-and-health.clinical-laboratory-sciences-clinical-pathology-laboratory-medicine.clinical-immunology,Clinical immunology,,Clinical laboratory sciences/Clinical pathology/Laboratory medicine|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Clinical_immunology
applied-science.medicine-and-health.clinical-laboratory-sciences-clinical-pathology-laboratory-medicine.clinical-microbiology,Clinical microbiology,,Clinical laboratory sciences/Clinical pathology/Laboratory medicine|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Clinical_microbiology
applied-science.medicine-and-health.clinical-laboratory-sciences-clinical-pathology-laboratory-medicine.molecular-genetics,Molecular genetics,,Clinical laboratory sciences/Clinical pathology/Laboratory medicine|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Molecular_genetics
applied-science.medicine-and-health.clinical-laboratory-sciences-clinical-pathology-laboratory-medicine.parasitology,Parasitology,,Clinical laboratory sciences/Clinical pathology/Laboratory medicine|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Parasitology
applied-science.medicine-and-health.clinical-physiology,Clinical physiology,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Clinical_physiology
applied-science.medicine-and-health.dentistry,Dentistry,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Dentistry
applied-science.medicine-and-health.dentistry.dental-hygiene-and-epidemiology,Dental hygiene and epidemiology,,Dentistry|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Dental_hygienist
applied-science.medicine-and-health.dentistry.dental-surgery,Dental surgery,,Dentistry|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Dental_surgery
applied-science.medicine-and-health.dentistry.endodontics,Endodontics,,Dentistry|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Endodontics
applied-science.medicine-and-health.dentistry.implantology,Implantology,,Dentistry|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Dental_implant
applied-science.medicine-and-health.dentistry.oral-and-maxillofacial-surgery,Oral and maxillofacial surgery,,Dentistry|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Oral_and_maxillofacial_surgery
applied-science.medicine-and-health.dentistry.orthodontics,Orthodontics,,Dentistry|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Orthodontics
applied-science.medicine-and-health.dentistry.periodontics,Periodontics,,Dentistry|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Periodontics
applied-science.medicine-and-health.dentistry.prosthodontics,Prosthodontics,,Dentistry|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Prosthodontics
applied-science.medicine-and-health.dermatology,Dermatology,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Dermatology
applied-science.medicine-and-health.emergency-medicine,Emergency medicine,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Emergency_medicine
applied-science.medicine-and-health.epidemiology,Epidemiology,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Epidemiology
applied-science.medicine-and-health.geriatrics,Geriatrics,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Geriatrics
applied-science.medicine-and-health.gynaecology,Gynaecology,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Gynaecology
applied-science.medicine-and-health.health-informatics-clinical-informatics,Health informatics/Clinical informatics,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Health_informatics
applied-science.medicine-and-health.hematology,Hematology,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Hematology
applied-science.medicine-and-health.holistic-medicine,Holistic medicine,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Holistic_medicine
applied-science.medicine-and-health.infectious-disease,Infectious disease,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Infectious_disease
applied-science.medicine-and-health.intensive-care-medicine,Intensive care medicine,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Intensive_care_medicine
applied-science.medicine-and-health.internal-medicine,Internal medicine,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Internal_medicine
applied-science.medicine-and-health.internal-medicine.cardiology,Cardiology,,Internal medicine|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Cardiology
applied-science.medicine-and-health.internal-medicine.cardiology.cardiac-electrophysiology,Cardiac electrophysiology,,Cardiology|0,4,S,subdiscipline,https://en.wikipedia.org/wiki/Cardiac_electrophysiology
applied-science.medicine-and-health.internal-medicine.endocrinology,Endocrinology,,Internal medicine|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Endocrinology
applied-science.medicine-and-health.internal-medicine.gastroenterology,Gastroenterology,,Internal medicine|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Gastroenterology
applied-science.medicine-and-health.internal-medicine.hepatology,Hepatology,,Internal medicine|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Hepatology
applied-science.medicine-and-health.internal-medicine.nephrology,Nephrology,,Internal medicine|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Nephrology
applied-science.medicine-and-health.internal-medicine.neurology,Neurology,,Internal medicine|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Neurology
applied-science.medicine-and-health.internal-medicine.oncology,Oncology,,Internal medicine|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Oncology
applied-science.medicine-and-health.internal-medicine.pulmonology,Pulmonology,,Internal medicine|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Pulmonology
applied-science.medicine-and-health.internal-medicine.rheumatology,Rheumatology,,Internal medicine|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Rheumatology
applied-science.medicine-and-health.medical-toxicology,Medical toxicology,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Medical_toxicology
applied-science.medicine-and-health.music-therapy,Music therapy,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Music_therapy
applied-science.medicine-and-health.nursing,Nursing,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Nursing
applied-science.medicine-and-health.nutrition-and-dietetics,Nutrition and dietetics,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Nutrition
applied-science.medicine-and-health.obstetrics,Obstetrics,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Obstetrics
applied-science.medicine-and-health.occupational-hygiene,Occupational hygiene,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Occupational_hygiene
applied-science.medicine-and-health.occupational-therapy,Occupational therapy,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Occupational_therapy
applied-science.medicine-and-health.occupational-toxicology,Occupational toxicology,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Occupational_toxicology
applied-science.medicine-and-health.ophthalmology,Ophthalmology,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Ophthalmology
applied-science.medicine-and-health.ophthalmology.neuro-ophthalmology,Neuro-ophthalmology,,Ophthalmology|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Neuro-ophthalmology
applied-science.medicine-and-health.optometry,Optometry,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Optometry
applied-science.medicine-and-health.otolaryngology,Otolaryngology,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Otolaryngology
applied-science.medicine-and-health.pathology,Pathology,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Pathology
applied-science.medicine-and-health.pediatrics,Pediatrics,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Pediatrics
applied-science.medicine-and-health.pharmaceutical-sciences,Pharmaceutical sciences,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Pharmaceutical_sciences
applied-science.medicine-and-health.pharmaceutical-sciences.pharmaceutical-chemistry,Pharmaceutical chemistry,,Pharmaceutical sciences|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Pharmaceutical_chemistry
applied-science.medicine-and-health.pharmaceutical-sciences.pharmaceutical-toxicology,Pharmaceutical toxicology,,Pharmaceutical sciences|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Toxicology
applied-science.medicine-and-health.pharmaceutical-sciences.pharmaceutics,Pharmaceutics,,Pharmaceutical sciences|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Pharmaceutics
applied-science.medicine-and-health.pharmaceutical-sciences.pharmacocybernetics,Pharmacocybernetics,,Pharmaceutical sciences|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Pharmacocybernetics
applied-science.medicine-and-health.pharmaceutical-sciences.pharmacodynamics,Pharmacodynamics,,Pharmaceutical sciences|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Pharmacodynamics
applied-science.medicine-and-health.pharmaceutical-sciences.pharmacogenomics,Pharmacogenomics,,Pharmaceutical sciences|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Pharmacogenomics
applied-science.medicine-and-health.pharmaceutical-sciences.pharmacognosy,Pharmacognosy,,Pharmaceutical sciences|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Pharmacognosy
applied-science.medicine-and-health.pharmaceutical-sciences.pharmacokinetics,Pharmacokinetics,,Pharmaceutical sciences|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Pharmacokinetics
applied-science.medicine-and-health.pharmaceutical-sciences.pharmacology,Pharmacology,,Pharmaceutical sciences|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Pharmacology
applied-science.medicine-and-health.pharmaceutical-sciences.pharmacy,Pharmacy,,Pharmaceutical sciences|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Pharmacy
applied-science.medicine-and-health.physical-fitness,Physical fitness,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Physical_fitness
applied-science.medicine-and-health.physical-fitness.group-fitness-aerobics,Group Fitness / aerobics,,key:applied-science.medicine-and-health.physical-fitness|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Aerobics
applied-science.medicine-and-health.physical-fitness.kinesiology-exercise-physiology-performance-science,Kinesiology / Exercise physiology / Performance science,,key:applied-science.medicine-and-health.physical-fitness|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Kinesiology
applied-science.medicine-and-health.physical-fitness.personal-fitness-training,Personal fitness training,,key:applied-science.medicine-and-health.physical-fitness|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Personal_fitness_training
applied-science.medicine-and-health.physical-therapy,Physical therapy,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Physical_therapy
applied-science.medicine-and-health.osteopathy,Osteopathy,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Osteopathy
applied-science.medicine-and-health.physiotherapy,Physiotherapy,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Physiotherapy
applied-science.medicine-and-health.podiatry,Podiatry,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Podiatry
applied-science.medicine-and-health.preventive-medicine,Preventive medicine,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Preventive_healthcare
applied-science.medicine-and-health.primary-care,Primary care,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Primary_care
applied-science.medicine-and-health.primary-care.general-practice,General practice,,Primary care|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/General_medical_services
applied-science.medicine-and-health.psychiatry,Psychiatry,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Psychiatry
applied-science.medicine-and-health.psychiatry.forensic-psychiatry,Forensic psychiatry,,Psychiatry|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Forensic_psychiatry
applied-science.medicine-and-health.psychosomatic,Psychosomatic,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Psychosomatic_medicine
applied-science.medicine-and-health.psychotherapy,Psychotherapy,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Psychotherapy
applied-science.medicine-and-health.psychology,Psychology,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Psychology
applied-science.medicine-and-health.therapy,Therapy,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Therapy
applied-science.medicine-and-health.public-health,Public health,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Public_health
applied-science.medicine-and-health.radiology,Radiology,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Radiology
applied-science.medicine-and-health.recreational-therapy,Recreational therapy,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Recreational_therapy
applied-science.medicine-and-health.rehabilitation-medicine,Rehabilitation medicine,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Physical_medicine_and_rehabilitation
applied-science.medicine-and-health.respiratory-therapy,Respiratory therapy,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Respiratory_therapy
applied-science.medicine-and-health.sleep-medicine,Sleep medicine,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Sleep_medicine
applied-science.medicine-and-health.speechlanguage-pathology,Speech–language pathology,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Speech%E2%80%93language_pathology
applied-science.medicine-and-health.sports-medicine,Sports medicine,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Sports_medicine
applied-science.medicine-and-health.surgery,Surgery,,Medicine and health|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Surgery
