key,name,description,attached to,layer,type,url
natural-science.physics.astronomy.astrophysics.stellar-astrophysics.stellar-evolution,Stellar evolution,,Stellar astrophysics|0,5,S,https://en.wikipedia.org/wiki/Stellar_evolution
natural-science.physics.astronomy.astrophysics.stellar-astrophysics.stellar-nucleosynthesis,Stellar nucleosynthesis,,Stellar astrophysics|0,5,S,https://en.wikipedia.org/wiki/Stellar_nucleosynthesis
natural-science.physics.astronomy.astrophysics.space-plasma-physics,Space plasma physics,,key:natural-science.physics.astronomy.astrophysics|0,4,S,https://en.wikipedia.org/wiki/Space_plasma_physics
natural-science.physics.astronomy.planetary-science-alternatively-a-part-of-earth-science,"Planetary science (alternatively, a part of earth science)",,Astronomy|0,3,S,https://en.wikipedia.org/wiki/Planetary_science
natural-science.physics.astronomy.planetary-science-alternatively-a-part-of-earth-science.atmospheric-science,Atmospheric science,,"Planetary science (alternatively, a part of earth science)|0",4,S,https://en.wikipedia.org/wiki/Atmospheric_science
natural-science.physics.astronomy.planetary-science-alternatively-a-part-of-earth-science.exoplanetology,Exoplanetology,,"Planetary science (alternatively, a part of earth science)|0",4,S,https://en.wikipedia.org/wiki/Exoplanetology
natural-science.physics.astronomy.planetary-science-alternatively-a-part-of-earth-science.planetary-formation,Planetary formation,,"Planetary science (alternatively, a part of earth science)|0",4,S,https://en.wikipedia.org/wiki/Planetary_formation
natural-science.physics.astronomy.planetary-science-alternatively-a-part-of-earth-science.planetary-rings,Planetary rings,,"Planetary science (alternatively, a part of earth science)|0",4,S,https://en.wikipedia.org/wiki/Planetary_rings
natural-science.physics.astronomy.planetary-science-alternatively-a-part-of-earth-science.magnetospheres,Magnetospheres,,"Planetary science (alternatively, a part of earth science)|0",4,S,https://en.wikipedia.org/wiki/Magnetosphere
natural-science.physics.astronomy.planetary-science-alternatively-a-part-of-earth-science.planetary-geology,Planetary geology,,"Planetary science (alternatively, a part of earth science)|0",4,S,https://en.wikipedia.org/wiki/Planetary_geology
natural-science.physics.astronomy.planetary-science-alternatively-a-part-of-earth-science.planetary-surfaces,Planetary surfaces,,"Planetary science (alternatively, a part of earth science)|0",4,S,https://en.wikipedia.org/wiki/Planetary_surface
natural-science.physics.astronomy.planetary-science-alternatively-a-part-of-earth-science.small-solar-system-bodies,Small Solar System bodies,,"Planetary science (alternatively, a part of earth science)|0",4,S,https://en.wikipedia.org/wiki/Small_Solar_System_bodies
natural-science.physics.astronomy.dynamics.astrodynamics,Astrodynamics,,Dynamics|0,3,S,https://en.wikipedia.org/wiki/Orbital_mechanics
natural-science.physics.astronomy.dynamics.stellar-dynamics,Stellar dynamics,,Dynamics|0,3,S,https://en.wikipedia.org/wiki/Stellar_dynamics
natural-science.physics.astronomy.mechanics.celestial-mechanics,Celestial mechanics,,Mechanics|0,3,S,https://en.wikipedia.org/wiki/Celestial_mechanics
natural-science.physics.astronomy.planetary-science-alternatively-a-part-of-space-science,"Planetary science (alternatively, a part of space science)",,Astronomy|0,3,S,https://en.wikipedia.org/wiki/Planetary_science
natural-science.chemistry,Chemistry,,,1,S0,https://en.wikipedia.org/wiki/Chemistry
natural-science.chemistry.chemical-physics,Chemical physics,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Chemical_physics
natural-science.chemistry.physical-chemistry,Physical chemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Physical_chemistry
natural-science.chemistry.agrochemistry,Agrochemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Agrochemistry
natural-science.chemistry.analytical-chemistry,Analytical chemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Analytical_chemistry
natural-science.chemistry.atmospheric-chemistry,Atmospheric chemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Atmospheric_chemistry
natural-science.chemistry.catalysts,Catalysts,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Catalysts
natural-science.chemistry.chemical-biology,Chemical biology,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Chemical_biology
natural-science.chemistry.chemical-engineering,Chemical engineering,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Chemical_engineering
natural-science.chemistry.cheminformatics,Cheminformatics,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Cheminformatics
natural-science.chemistry.computational-chemistry,Computational chemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Computational_chemistry
natural-science.chemistry.electrochemistry,Electrochemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Electrochemistry
natural-science.chemistry.environmental-chemistry,Environmental chemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Environmental_chemistry
natural-science.chemistry.femtochemistry,Femtochemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Femtochemistry
natural-science.chemistry.flow-chemistry,Flow chemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Flow_chemistry
natural-science.chemistry.forensic-chemistry,Forensic chemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Forensic_chemistry
natural-science.chemistry.geochemistry,Geochemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Geochemistry
natural-science.chemistry.green-chemistry,Green chemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Green_chemistry
natural-science.chemistry.histochemistry,Histochemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Histochemistry
natural-science.chemistry.immunochemistry,Immunochemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Immunochemistry
natural-science.chemistry.inorganic-chemistry,Inorganic chemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Inorganic_chemistry
natural-science.chemistry.marine-chemistry,Marine chemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Marine_chemistry
natural-science.chemistry.mathematical-chemistry,Mathematical chemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Mathematical_chemistry
natural-science.chemistry.mechanochemistry,Mechanochemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Mechanochemistry
natural-science.chemistry.medicinal-chemistry,Medicinal chemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Medicinal_chemistry
natural-science.chemistry.natural-product-chemistry,Natural product chemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Natural_product_chemistry
natural-science.chemistry.neurochemistry,Neurochemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Neurochemistry
natural-science.chemistry.nuclear-chemistry,Nuclear chemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Nuclear_chemistry
natural-science.chemistry.organic-chemistry,Organic chemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Organic_chemistry
natural-science.chemistry.organometallic-chemistry,Organometallic chemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Organometallic_chemistry
natural-science.chemistry.petrochemistry,Petrochemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Petrochemistry
natural-science.chemistry.pharmacology,Pharmacology,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Pharmacology
natural-science.chemistry.photochemistry,Photochemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Photochemistry
natural-science.chemistry.physical-organic-chemistry,Physical organic chemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Physical_organic_chemistry
natural-science.chemistry.phytochemistry,Phytochemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Phytochemistry
natural-science.chemistry.polymer-chemistry,Polymer chemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Polymer_chemistry
natural-science.chemistry.quantum-chemistry,Quantum chemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Quantum_chemistry
natural-science.chemistry.radiochemistry,Radiochemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Radiochemistry
natural-science.chemistry.soil-chemistry,Soil chemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Soil_chemistry
natural-science.chemistry.solid-state-chemistry,Solid-state chemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Solid-state_chemistry
natural-science.chemistry.sonochemistry,Sonochemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Sonochemistry
natural-science.chemistry.supramolecular-chemistry,Supramolecular chemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Supramolecular_chemistry
natural-science.chemistry.surface-chemistry,Surface chemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Surface_chemistry
natural-science.chemistry.synthetic-chemistry,Synthetic chemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Synthetic_chemistry
natural-science.chemistry.systems-chemistry,Systems chemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Systems_chemistry
natural-science.chemistry.theoretical-chemistry,Theoretical chemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Theoretical_chemistry
natural-science.chemistry.thermochemistry,Thermochemistry,,Chemistry|0,2,S,https://en.wikipedia.org/wiki/Thermochemistry
natural-science.biology,Biology,,,1,S0,https://en.wikipedia.org/wiki/Biology
natural-science.biology.molecular-biology,Molecular biology,,Physics|0,2,S,https://en.wikipedia.org/wiki/Molecular_biology
natural-science.biology.ecology,Ecology,,Physics|0,2,S,https://en.wikipedia.org/wiki/Ecology
natural-science.biology.aerobiology,Aerobiology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Aerobiology
natural-science.biology.anatomy,Anatomy,,Biology|0,2,S,https://en.wikipedia.org/wiki/Anatomy
natural-science.biology.anatomy.comparative-anatomy,Comparative anatomy,,Anatomy|0,3,S,https://en.wikipedia.org/wiki/Comparative_anatomy
natural-science.biology.anatomy.human-anatomy,Human anatomy,,Anatomy|0,3,S,https://en.wikipedia.org/wiki/Human_anatomy
natural-science.biology.biochemistry,Biochemistry,,Biology|0,2,S,https://en.wikipedia.org/wiki/Biochemistry
natural-science.biology.bioinformatics,Bioinformatics,,Biology|0,2,S,https://en.wikipedia.org/wiki/Bioinformatics
natural-science.biology.biotechnology,Biotechnology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Biotechnology
natural-science.biology.botany,Botany,,Biology|0,2,S,https://en.wikipedia.org/wiki/Botany
natural-science.biology.botany.ethnobotany,Ethnobotany,,Botany|0,3,S,https://en.wikipedia.org/wiki/Ethnobotany
natural-science.biology.botany.phycology,Phycology,,Botany|0,3,S,https://en.wikipedia.org/wiki/Phycology
natural-science.biology.cell-biology,Cell biology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Cell_biology
natural-science.biology.chronobiology,Chronobiology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Chronobiology
natural-science.biology.cognitive-biology,Cognitive biology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Cognitive_biology
natural-science.biology.computational-biology,Computational biology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Computational_biology
natural-science.biology.conservation-biology,Conservation biology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Conservation_biology
natural-science.biology.cryobiology,Cryobiology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Cryobiology
natural-science.biology.developmental-biology,Developmental biology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Developmental_biology
natural-science.biology.developmental-biology.embryology,Embryology,,Developmental biology|0,3,S,https://en.wikipedia.org/wiki/Embryology
natural-science.biology.developmental-biology.teratology,Teratology,,Developmental biology|0,3,S,https://en.wikipedia.org/wiki/Teratology
natural-science.biology.ecology.agroecology,Agroecology,,key:natural-science.biology.ecology|0,3,S,https://en.wikipedia.org/wiki/Agroecology
natural-science.biology.ecology.ethnoecology,Ethnoecology,,key:natural-science.biology.ecology|0,3,S,https://en.wikipedia.org/wiki/Ethnoecology
natural-science.biology.endocrinology,Endocrinology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Endocrinology
natural-science.biology.epigenetics,Epigenetics,,Biology|0,2,S,https://en.wikipedia.org/wiki/Epigenetics
natural-science.biology.ethnobiology,Ethnobiology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Ethnobiology
natural-science.biology.ethnobiology.anthrozoology,Anthrozoology,,key:natural-science.biology.ethnobiology|0,3,S,https://en.wikipedia.org/wiki/Anthrozoology
natural-science.biology.evolutionary-biology,Evolutionary biology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Evolutionary_biology
natural-science.biology.evolution,Evolution,,Biology|0,2,S,https://en.wikipedia.org/wiki/Evolution
natural-science.biology.evolution.systematics,Systematics,,Evolution|0,3,S,https://en.wikipedia.org/wiki/Systematics
natural-science.biology.evolution.taxonomy,Taxonomy,,Evolution|0,3,S,https://en.wikipedia.org/wiki/Taxonomy_(general)
natural-science.biology.forensic-biology,Forensic biology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Forensic_biology
natural-science.biology.genetics,Genetics,,Biology|0,2,S,https://en.wikipedia.org/wiki/Genetics
natural-science.biology.genetics.behavioural-genetics,Behavioural genetics,,Genetics|0,3,S,https://en.wikipedia.org/wiki/Behavioural_genetics
natural-science.biology.genetics.molecular-genetics,Molecular genetics,,Genetics|0,3,S,https://en.wikipedia.org/wiki/Molecular_genetics
natural-science.biology.genetics.population-genetics,Population genetics,,Genetics|0,3,S,https://en.wikipedia.org/wiki/Population_genetics
natural-science.biology.geobiology,Geobiology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Geobiology
natural-science.biology.histology,Histology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Histology
natural-science.biology.human-biology,Human biology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Human_biology
natural-science.biology.immunology,Immunology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Immunology
natural-science.biology.limnology,Limnology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Limnology
natural-science.biology.linnaean-taxonomy,Linnaean taxonomy,,Biology|0,2,S,https://en.wikipedia.org/wiki/Linnaean_taxonomy
natural-science.biology.marine-biology,Marine biology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Marine_biology
natural-science.biology.mathematical-biology,Mathematical biology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Mathematical_biology
natural-science.biology.microbiology,Microbiology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Microbiology
natural-science.biology.microbiology.bacteriology,Bacteriology,,Microbiology|0,3,S,https://en.wikipedia.org/wiki/Bacteriology
natural-science.biology.microbiology.protistology,Protistology,,Microbiology|0,3,S,https://en.wikipedia.org/wiki/Protistology
natural-science.biology.mycology,Mycology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Mycology
natural-science.biology.neuroscience,Neuroscience,,Biology|0,2,S,https://en.wikipedia.org/wiki/Neuroscience
natural-science.biology.neuroscience.behavioral-neuroscience,Behavioral neuroscience,,Neuroscience|0,3,S,https://en.wikipedia.org/wiki/Behavioral_neuroscience
natural-science.biology.neuroscience.computational-neuroscience,Computational Neuroscience,,Neuroscience|0,3,S,https://en.wikipedia.org/wiki/Computational_Neuroscience
natural-science.biology.paleobiology,Paleobiology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Paleobiology
natural-science.biology.parasitology,Parasitology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Parasitology
natural-science.biology.pathology,Pathology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Pathology
natural-science.biology.pathology.anatomical-pathology,Anatomical pathology,,key:natural-science.biology.pathology|0,3,S,https://en.wikipedia.org/wiki/Anatomical_pathology
natural-science.biology.pathology.clinical-pathology,Clinical pathology,,key:natural-science.biology.pathology|0,3,S,https://en.wikipedia.org/wiki/Clinical_pathology
natural-science.biology.pathology.dermatopathology,Dermatopathology,,key:natural-science.biology.pathology|0,3,S,https://en.wikipedia.org/wiki/Dermatopathology
natural-science.biology.pathology.forensic-pathology,Forensic pathology,,key:natural-science.biology.pathology|0,3,S,https://en.wikipedia.org/wiki/Forensic_pathology
natural-science.biology.pathology.hematopathology,Hematopathology,,key:natural-science.biology.pathology|0,3,S,https://en.wikipedia.org/wiki/Hematopathology
natural-science.biology.pathology.histopathology,Histopathology,,key:natural-science.biology.pathology|0,3,S,https://en.wikipedia.org/wiki/Histopathology
natural-science.biology.pathology.molecular-pathology,Molecular pathology,,key:natural-science.biology.pathology|0,3,S,https://en.wikipedia.org/wiki/Molecular_pathology
natural-science.biology.pathology.surgical-pathology,Surgical pathology,,key:natural-science.biology.pathology|0,3,S,https://en.wikipedia.org/wiki/Surgical_pathology
natural-science.biology.pathology.phytopathology,Phytopathology,,key:natural-science.biology.pathology|0,3,S,https://en.wikipedia.org/wiki/Phytopathology
natural-science.biology.physiology,Physiology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Physiology
natural-science.biology.physiology.human-physiology,Human physiology,,Physiology|0,3,S,https://en.wikipedia.org/wiki/Human_physiology
natural-science.biology.physiology.human-physiology.exercise-physiology,Exercise physiology,,Human physiology|0,4,S,https://en.wikipedia.org/wiki/Exercise_physiology
natural-science.biology.structural-biology,Structural Biology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Structural_Biology
natural-science.biology.systematics-taxonomy,Systematics (Taxonomy),,Biology|0,2,S,https://en.wikipedia.org/wiki/Systematics
natural-science.biology.population-biology,Population biology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Population_biology
natural-science.biology.quantum-biology,Quantum biology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Quantum_biology
natural-science.biology.sociobiology,Sociobiology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Sociobiology
natural-science.biology.theoretical-biology,Theoretical biology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Theoretical_biology
natural-science.biology.toxicology,Toxicology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Toxicology
natural-science.biology.virology,Virology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Virology
natural-science.biology.virology.molecular-virology,Molecular virology,,Virology|0,3,S,https://en.wikipedia.org/wiki/Molecular_virology
natural-science.biology.xenobiology,Xenobiology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Xenobiology
natural-science.biology.zoology,Zoology,,Biology|0,2,S,https://en.wikipedia.org/wiki/Zoology
natural-science.biology.zoology.animal-communications,Animal communications,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Animal_communication
natural-science.biology.zoology.apiology,Apiology,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Apiology
natural-science.biology.zoology.arachnology,Arachnology,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Arachnology
natural-science.biology.zoology.arthropodology,Arthropodology,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Arthropodology
natural-science.biology.zoology.batrachology,Batrachology,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Batrachology
natural-science.biology.zoology.bryozoology,Bryozoology,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Bryozoology
natural-science.biology.zoology.carcinology,Carcinology,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Carcinology
natural-science.biology.zoology.cetology,Cetology,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Cetology
natural-science.biology.zoology.cnidariology,Cnidariology,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Cnidariology
natural-science.biology.zoology.entomology,Entomology,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Entomology
natural-science.biology.zoology.entomology.forensic-entomology,Forensic entomology,,key:natural-science.biology.zoology.entomology|0,4,S,https://en.wikipedia.org/wiki/Forensic_entomology
natural-science.biology.zoology.ethnozoology,Ethnozoology,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Ethnozoology
natural-science.biology.zoology.ethology,Ethology,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Ethology
natural-science.biology.zoology.helminthology,Helminthology,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Helminthology
natural-science.biology.zoology.herpetology,Herpetology,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Herpetology
natural-science.biology.zoology.ichthyology,Ichthyology,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Ichthyology
natural-science.biology.zoology.invertebrate-zoology,Invertebrate zoology,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Invertebrate_zoology
natural-science.biology.zoology.mammalogy,Mammalogy,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Mammalogy
natural-science.biology.zoology.mammalogy.cynology,Cynology,,Mammalogy|0,4,S,https://en.wikipedia.org/wiki/Cynology
natural-science.biology.zoology.mammalogy.felinology,Felinology,,Mammalogy|0,4,S,https://en.wikipedia.org/wiki/Felinology
natural-science.biology.zoology.malacology,Malacology,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Malacology
natural-science.biology.zoology.malacology.conchology,Conchology,,Malacology|0,4,S,https://en.wikipedia.org/wiki/Conchology
natural-science.biology.zoology.malacology.limacology,Limacology,,Malacology|0,4,S,https://en.wikipedia.org/wiki/Limacology
natural-science.biology.zoology.malacology.teuthology,Teuthology,,Malacology|0,4,S,https://en.wikipedia.org/wiki/Teuthology
natural-science.biology.zoology.myriapodology,Myriapodology,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Myriapodology
natural-science.biology.zoology.myrmecology,Myrmecology,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Myrmecology
natural-science.biology.zoology.nematology,Nematology,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Nematology
natural-science.biology.zoology.neuroethology,Neuroethology,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Neuroethology
natural-science.biology.zoology.oology,Oology,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Oology
natural-science.biology.zoology.ornithology,Ornithology,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Ornithology
natural-science.biology.zoology.planktology,Planktology,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Planktology
natural-science.biology.zoology.primatology,Primatology,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Primatology
natural-science.biology.zoology.zootomy,Zootomy,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Zootomy
natural-science.biology.zoology.zoosemiotics,Zoosemiotics,,Zoology|0,3,S,https://en.wikipedia.org/wiki/Zoosemiotics
natural-science.biology.agriculture,Agriculture,,Biology|0,2,S,https://en.wikipedia.org/wiki/Agriculture
natural-science.biology.agriculture.aeroponics,Aeroponics,,Agriculture|0,3,S,https://en.wikipedia.org/wiki/Aeroponics
natural-science.biology.agriculture.aeroponics.fogponics,Fogponics,,Aeroponics|0,4,S,https://en.wikipedia.org/wiki/Fogponics
natural-science.biology.agriculture.agrology,Agrology,,Agriculture|0,3,S,https://en.wikipedia.org/wiki/Agrology
natural-science.biology.agriculture.agronomy,Agronomy,,Agriculture|0,3,S,https://en.wikipedia.org/wiki/Agronomy
natural-science.biology.agriculture.animal-husbandry-animal-science,Animal husbandry (Animal science),,Agriculture|0,3,S,https://en.wikipedia.org/wiki/Animal_husbandry
natural-science.biology.agriculture.animal-husbandry-animal-science.beekeeping-apiculture,Beekeeping (Apiculture),,Animal husbandry (Animal science)|0,4,S,https://en.wikipedia.org/wiki/Beekeeping
natural-science.biology.agriculture.anthroponics,Anthroponics,,Agriculture|0,3,S,https://en.wikipedia.org/wiki/Anthroponics
natural-science.biology.agriculture.agricultural-engineering,Agricultural engineering,,Agriculture|0,3,S,https://en.wikipedia.org/wiki/Agricultural_engineering
natural-science.biology.agriculture.aquaculture,Aquaculture,,Agriculture|0,3,S,https://en.wikipedia.org/wiki/Aquaculture
natural-science.biology.agriculture.aquaponics,Aquaponics,,Agriculture|0,3,S,https://en.wikipedia.org/wiki/Aquaponics
natural-science.biology.agriculture.enology,Enology,,Agriculture|0,3,S,https://en.wikipedia.org/wiki/Enology
natural-science.biology.agriculture.food-science,Food science,,Agriculture|0,3,S,https://en.wikipedia.org/wiki/Food_science
natural-science.biology.agriculture.food-science.culinary-arts,Culinary arts,,Food science|0,4,S,https://en.wikipedia.org/wiki/Culinary_arts
natural-science.biology.agriculture.forestry,Forestry,,Agriculture|0,3,S,https://en.wikipedia.org/wiki/Forestry
natural-science.biology.agriculture.horticulture,Horticulture,,Agriculture|0,3,S,https://en.wikipedia.org/wiki/Horticulture
natural-science.biology.agriculture.hydrology,Hydrology,,Agriculture|0,3,S,https://en.wikipedia.org/wiki/Hydrology
natural-science.biology.agriculture.hydroponics,Hydroponics,,Agriculture|0,3,S,https://en.wikipedia.org/wiki/Hydroponics
natural-science.biology.agriculture.pedology,Pedology,,Agriculture|0,3,S,https://en.wikipedia.org/wiki/Pedology
natural-science.biology.agriculture.plant-science,Plant science,,Agriculture|0,3,S,https://en.wikipedia.org/wiki/Plant_science
natural-science.biology.agriculture.plant-science.pomology,Pomology,,Plant science|0,4,S,https://en.wikipedia.org/wiki/Pomology
natural-science.biology.agriculture.pest-control,Pest control,,Agriculture|0,3,S,https://en.wikipedia.org/wiki/Pest_control
natural-science.biology.agriculture.purification,Purification,,Agriculture|0,3,S,https://en.wikipedia.org/wiki/Water_purification
natural-science.biology.agriculture.urban-agriculture,Urban agriculture,,Agriculture|0,3,S,https://en.wikipedia.org/wiki/Urban_agriculture
natural-science.biology.agriculture.viticulture,Viticulture,,Agriculture|0,3,S,https://en.wikipedia.org/wiki/Viticulture
natural-science.biology.human-physical-performance-and-recreation,Human physical performance and recreation,,Biology|0,2,S,https://en.wikipedia.org/wiki/Human_reliability
natural-science.biology.human-physical-performance-and-recreation.biomechanics-sports-biomechanics,Biomechanics / Sports biomechanics,,Human physical performance and recreation|0,3,S,https://en.wikipedia.org/wiki/Biomechanics
natural-science.biology.human-physical-performance-and-recreation.sports-coaching,Sports coaching,,Human physical performance and recreation|0,3,S,https://en.wikipedia.org/wiki/Coach_(sport)
natural-science.biology.human-physical-performance-and-recreation.escapology,Escapology,,Human physical performance and recreation|0,3,S,https://en.wikipedia.org/wiki/Escapology
natural-science.biology.human-physical-performance-and-recreation.game-design,Game design,,Human physical performance and recreation|0,3,S,https://en.wikipedia.org/wiki/Game_design
natural-science.biology.human-physical-performance-and-recreation.outdoor-activity,Outdoor activity,,Human physical performance and recreation|0,3,S,https://en.wikipedia.org/wiki/Outdoor_activity
natural-science.biology.human-physical-performance-and-recreation.physical-activity,Physical activity,,Human physical performance and recreation|0,3,S,https://en.wikipedia.org/wiki/Physical_activity
natural-science.biology.human-physical-performance-and-recreation.physical-education-pedagogy,Physical education / Pedagogy,,Human physical performance and recreation|0,3,S,https://en.wikipedia.org/wiki/Physical_education
natural-science.biology.human-physical-performance-and-recreation.sports-exercise,Sports / exercise,,Human physical performance and recreation|0,3,S,https://en.wikipedia.org/wiki/Sports
natural-science.biology.human-physical-performance-and-recreation.sport-management,Sport management,,Human physical performance and recreation|0,3,S,https://en.wikipedia.org/wiki/Sport_management
natural-science.biology.human-physical-performance-and-recreation.sport-management.athletic-director,Athletic director,,Sport management|0,4,S,https://en.wikipedia.org/wiki/Athletic_Administration
natural-science.biology.human-physical-performance-and-recreation.sports-medicine,Sports medicine,,Human physical performance and recreation|0,3,S,https://en.wikipedia.org/wiki/Sports_medicine
natural-science.biology.human-physical-performance-and-recreation.sports-medicine.athletic-training,Athletic training,,key:natural-science.biology.human-physical-performance-and-recreation.sports-medicine|0,4,S,https://en.wikipedia.org/wiki/Athletic_training
natural-science.biology.human-physical-performance-and-recreation.survival-skills,Survival skills,,Human physical performance and recreation|0,3,S,https://en.wikipedia.org/wiki/Survival_skills
natural-science.biology.human-physical-performance-and-recreation.survival-skills.batoning,Batoning,,Survival skills|0,4,S,https://en.wikipedia.org/wiki/Batoning
natural-science.biology.human-physical-performance-and-recreation.survival-skills.bushcraft,Bushcraft,,Survival skills|0,4,S,https://en.wikipedia.org/wiki/Bushcraft
natural-science.biology.human-physical-performance-and-recreation.survival-skills.scoutcraft,Scoutcraft,,Survival skills|0,4,S,https://en.wikipedia.org/wiki/Scoutcraft
