topicID,urlNr,url
FEL1,1,https://en.wikipedia.org/wiki/Felinology
FOR1,1,https://en.wikipedia.org/wiki/Forestry
FRM1,1,https://en.wikipedia.org/wiki/Fracture_mechanics
GAS1,1,https://en.wikipedia.org/wiki/Gastroenterology
GLA1,1,https://en.wikipedia.org/wiki/Glaciology
GNO2,1,https://en.wikipedia.org/wiki/Gnomonics
GRP2,1,https://en.wikipedia.org/wiki/Graphemics
GRO1,1,https://en.wikipedia.org/wiki/Gromatics
HEL1,1,https://en.wikipedia.org/wiki/Helminthology
HEM1,1,https://en.wikipedia.org/wiki/Hematology
HEM2,1,https://en.wikipedia.org/wiki/Hemodynamics
HRO1,1,https://en.wikipedia.org/wiki/Geology_of_Mercury
HSL1,1,https://en.wikipedia.org/wiki/Histology
HEC1,1,https://en.wikipedia.org/wiki/Home_economics
HOR3,1,https://en.wikipedia.org/wiki/Horticulture
HYD1,1,https://en.wikipedia.org/wiki/Hydraulics
HBI1,1,https://en.wikipedia.org/wiki/Hydrobiology
HDY1,1,https://en.wikipedia.org/wiki/Hydrodynamics
HGE1,1,https://en.wikipedia.org/wiki/Hydrogeology
HGR1,1,https://en.wikipedia.org/wiki/Hydrography
HME1,1,https://en.wikipedia.org/wiki/Hydrometeorology
HST1,1,https://en.wikipedia.org/wiki/Hydrostatics
HYG3,1,https://en.wikipedia.org/wiki/Hygienics
HYP1,1,https://en.wikipedia.org/wiki/Hypnology
HYP2,1,https://en.wikipedia.org/wiki/Hypsography
ICH2,1,https://en.wikipedia.org/wiki/Ichnography
ICH3,1,https://en.wikipedia.org/wiki/Ichnology
IDE2,1,https://en.wikipedia.org/wiki/Ideology
IMC1,1,https://en.wikipedia.org/wiki/Immunochemistry
IMG1,1,https://en.wikipedia.org/wiki/Immunogenetics
IMP1,1,https://en.wikipedia.org/wiki/Immunopathology
IRE1,1,https://en.wikipedia.org/wiki/International_relations
KAR1,1,https://en.wikipedia.org/wiki/Karstology
KAR2,1,https://en.wikipedia.org/wiki/Karyology
KYM1,1,https://en.wikipedia.org/wiki/Kymatology
LAR1,1,https://en.wikipedia.org/wiki/Laryngology
LEP1,1,https://en.wikipedia.org/wiki/Lepidopterology
LEP2,1,https://en.wikipedia.org/wiki/Leprology
LIC1,1,https://en.wikipedia.org/wiki/Lichenology
LML1,1,https://en.wikipedia.org/wiki/Limnology
MAC1,1,https://en.wikipedia.org/wiki/Macroeconomics
MAL2,1,https://en.wikipedia.org/wiki/Malariology
MAB1,1,https://en.wikipedia.org/wiki/Marine_biology
MES1,1,https://en.wikipedia.org/wiki/Media_studies
MEL2,1,https://en.wikipedia.org/wiki/Melittology
MLL3,1,https://en.wikipedia.org/wiki/Metallography
MPO1,1,https://en.wikipedia.org/wiki/Metapolitics
MEC3,1,https://en.wikipedia.org/wiki/Microbial_ecology
MCL1,1,https://en.wikipedia.org/wiki/Microclimatology
MEC4,1,https://en.wikipedia.org/wiki/Microeconomics
MPA1,1,https://en.wikipedia.org/wiki/Micropalaeontology
MIS1,1,https://en.wikipedia.org/wiki/Military_science
MOL1,1,https://en.wikipedia.org/wiki/Molinology
MYO1,1,https://en.wikipedia.org/wiki/Myology
MYR1,1,https://en.wikipedia.org/wiki/Myrmecology
NEC1,1,https://en.wikipedia.org/wiki/Necroplanetology
NEO1,1,https://en.wikipedia.org/wiki/Neonatology
NEP1,1,https://en.wikipedia.org/wiki/Nephology
NEP2,1,https://en.wikipedia.org/wiki/Nephrology
NRB1,1,https://en.wikipedia.org/wiki/Neurobiology
NRE1,1,https://en.wikipedia.org/wiki/Neuroeconomics
NRL1,1,https://en.wikipedia.org/wiki/Neurology
NRP1,1,https://en.wikipedia.org/wiki/Neuropsychology
NOM1,1,https://en.wikipedia.org/wiki/Nomology
NOT1,1,https://en.wikipedia.org/wiki/Notaphily
NUM1,1,https://en.wikipedia.org/wiki/Numismatics
OHE1,1,https://en.wikipedia.org/wiki/Occupational_safety_and_health
ODO1,1,https://en.wikipedia.org/wiki/Odonatology
ODO2,1,https://en.wikipedia.org/wiki/Odontology
ONE1,1,https://en.wikipedia.org/wiki/Oneirology
OOL1,1,https://en.wikipedia.org/wiki/Oology
OPH2,1,https://en.wikipedia.org/wiki/Ophiology
