playlist_id,language_code,title,description
FLvBqzzvUBLCs8Y7Axb-jZew,en,Favorites,
FLvBqzzvUBLCs8Y7Axb-jZew,en-GB,Favourites,
FLvBqzzvUBLCs8Y7Axb-jZew,en-XA,[Fåvöŕîţéš one],
FLvBqzzvUBLCs8Y7Axb-jZew,es,Favoritos,
FLvBqzzvUBLCs8Y7Axb-jZew,es-419,Favoritos,
FLvBqzzvUBLCs8Y7Axb-jZew,et,Lemmikud,
FLvBqzzvUBLCs8Y7Axb-jZew,eu,Gogokoak,
FLvBqzzvUBLCs8Y7Axb-jZew,fa,موارد دلخواه,
FLvBqzzvUBLCs8Y7Axb-jZew,fi,Suosikit,
FLvBqzzvUBLCs8Y7Axb-jZew,fil,Mga Paborito,
FLvBqzzvUBLCs8Y7Axb-jZew,fr,Favoris,
FLvBqzzvUBLCs8Y7Axb-jZew,fr-CA,Favoris,
FLvBqzzvUBLCs8Y7Axb-jZew,gl,Favoritos,
FLvBqzzvUBLCs8Y7Axb-jZew,gu,મનપસંદ,
FLvBqzzvUBLCs8Y7Axb-jZew,hi,पसंदीदा,
FLvBqzzvUBLCs8Y7Axb-jZew,hr,Favoriti,
FLvBqzzvUBLCs8Y7Axb-jZew,hu,Kedvencek,
FLvBqzzvUBLCs8Y7Axb-jZew,id,Favorit,
FLvBqzzvUBLCs8Y7Axb-jZew,is,Eftirlæti,
FLvBqzzvUBLCs8Y7Axb-jZew,it,Preferiti,
FLvBqzzvUBLCs8Y7Axb-jZew,iw,מועדפים,
FLvBqzzvUBLCs8Y7Axb-jZew,ja,お気に入り,
FLvBqzzvUBLCs8Y7Axb-jZew,kn,ಮೆಚ್ಚಿನವುಗಳು,
FLvBqzzvUBLCs8Y7Axb-jZew,ko,즐겨찾기,
FLvBqzzvUBLCs8Y7Axb-jZew,lt,Mėgstamiausi,
FLvBqzzvUBLCs8Y7Axb-jZew,lv,Izlase,
FLvBqzzvUBLCs8Y7Axb-jZew,ml,പ്രിയപ്പെട്ടവ,
FLvBqzzvUBLCs8Y7Axb-jZew,mr,आवडी,
FLvBqzzvUBLCs8Y7Axb-jZew,ms,Kegemaran,
FLvBqzzvUBLCs8Y7Axb-jZew,nl,Favorieten,
FLvBqzzvUBLCs8Y7Axb-jZew,no,Favoritter,
FLvBqzzvUBLCs8Y7Axb-jZew,pl,Ulubione,
FLvBqzzvUBLCs8Y7Axb-jZew,pt,Favoritos,
FLvBqzzvUBLCs8Y7Axb-jZew,pt-PT,Favoritos,
FLvBqzzvUBLCs8Y7Axb-jZew,ro,Preferate,
FLvBqzzvUBLCs8Y7Axb-jZew,ru,Избранное,
FLvBqzzvUBLCs8Y7Axb-jZew,sk,Obľúbené,
FLvBqzzvUBLCs8Y7Axb-jZew,sl,Priljubljene,
FLvBqzzvUBLCs8Y7Axb-jZew,sr,Омиљено,
FLvBqzzvUBLCs8Y7Axb-jZew,sv,Favoriter,
FLvBqzzvUBLCs8Y7Axb-jZew,sw,Vipendwa,
FLvBqzzvUBLCs8Y7Axb-jZew,ta,பிடித்தவை,
FLvBqzzvUBLCs8Y7Axb-jZew,te,ఇష్టమైనవి,
FLvBqzzvUBLCs8Y7Axb-jZew,th,รายการโปรด,
FLvBqzzvUBLCs8Y7Axb-jZew,tr,Favoriler,
FLvBqzzvUBLCs8Y7Axb-jZew,uk,Вибране,
FLvBqzzvUBLCs8Y7Axb-jZew,ur,پسندیدہ,
FLvBqzzvUBLCs8Y7Axb-jZew,vi,Video yêu thích,
FLvBqzzvUBLCs8Y7Axb-jZew,zh-CN,收藏的视频,
FLvBqzzvUBLCs8Y7Axb-jZew,zh-HK,收藏,
FLvBqzzvUBLCs8Y7Axb-jZew,zh-TW,收藏的影片,
FLvBqzzvUBLCs8Y7Axb-jZew,zu,Izintandokazi,
FLo-3ThNQmPmQSQL_L6Lx1_w,af,Gunstelinge,
FLo-3ThNQmPmQSQL_L6Lx1_w,am,ተወዳጆች,
FLo-3ThNQmPmQSQL_L6Lx1_w,ar,المفضلة,
FLo-3ThNQmPmQSQL_L6Lx1_w,bg,Любими,
FLo-3ThNQmPmQSQL_L6Lx1_w,bn,পছন্দগুলি,
FLo-3ThNQmPmQSQL_L6Lx1_w,ca,Preferits,
FLo-3ThNQmPmQSQL_L6Lx1_w,cs,Oblíbené,
FLo-3ThNQmPmQSQL_L6Lx1_w,da,Foretrukne,
FLo-3ThNQmPmQSQL_L6Lx1_w,de,Favoriten,
FLo-3ThNQmPmQSQL_L6Lx1_w,el,Αγαπημένα,
FLo-3ThNQmPmQSQL_L6Lx1_w,en,Favorites,
FLo-3ThNQmPmQSQL_L6Lx1_w,en-GB,Favourites,
FLo-3ThNQmPmQSQL_L6Lx1_w,en-XA,[Fåvöŕîţéš one],
FLo-3ThNQmPmQSQL_L6Lx1_w,es,Favoritos,
FLo-3ThNQmPmQSQL_L6Lx1_w,es-419,Favoritos,
FLo-3ThNQmPmQSQL_L6Lx1_w,et,Lemmikud,
FLo-3ThNQmPmQSQL_L6Lx1_w,eu,Gogokoak,
FLo-3ThNQmPmQSQL_L6Lx1_w,fa,موارد دلخواه,
FLo-3ThNQmPmQSQL_L6Lx1_w,fi,Suosikit,
FLo-3ThNQmPmQSQL_L6Lx1_w,fil,Mga Paborito,
FLo-3ThNQmPmQSQL_L6Lx1_w,fr,Favoris,
FLo-3ThNQmPmQSQL_L6Lx1_w,fr-CA,Favoris,
FLo-3ThNQmPmQSQL_L6Lx1_w,gl,Favoritos,
FLo-3ThNQmPmQSQL_L6Lx1_w,gu,મનપસંદ,
FLo-3ThNQmPmQSQL_L6Lx1_w,hi,पसंदीदा,
FLo-3ThNQmPmQSQL_L6Lx1_w,hr,Favoriti,
FLo-3ThNQmPmQSQL_L6Lx1_w,hu,Kedvencek,
FLo-3ThNQmPmQSQL_L6Lx1_w,id,Favorit,
FLo-3ThNQmPmQSQL_L6Lx1_w,is,Eftirlæti,
FLo-3ThNQmPmQSQL_L6Lx1_w,it,Preferiti,
FLo-3ThNQmPmQSQL_L6Lx1_w,iw,מועדפים,
FLo-3ThNQmPmQSQL_L6Lx1_w,ja,お気に入り,
FLo-3ThNQmPmQSQL_L6Lx1_w,kn,ಮೆಚ್ಚಿನವುಗಳು,
FLo-3ThNQmPmQSQL_L6Lx1_w,ko,즐겨찾기,
FLo-3ThNQmPmQSQL_L6Lx1_w,lt,Mėgstamiausi,
FLo-3ThNQmPmQSQL_L6Lx1_w,lv,Izlase,
FLo-3ThNQmPmQSQL_L6Lx1_w,ml,പ്രിയപ്പെട്ടവ,
FLo-3ThNQmPmQSQL_L6Lx1_w,mr,आवडी,
FLo-3ThNQmPmQSQL_L6Lx1_w,ms,Kegemaran,
FLo-3ThNQmPmQSQL_L6Lx1_w,nl,Favorieten,
FLo-3ThNQmPmQSQL_L6Lx1_w,no,Favoritter,
FLo-3ThNQmPmQSQL_L6Lx1_w,pl,Ulubione,
FLo-3ThNQmPmQSQL_L6Lx1_w,pt,Favoritos,
FLo-3ThNQmPmQSQL_L6Lx1_w,pt-PT,Favoritos,
FLo-3ThNQmPmQSQL_L6Lx1_w,ro,Preferate,
FLo-3ThNQmPmQSQL_L6Lx1_w,ru,Избранное,
FLo-3ThNQmPmQSQL_L6Lx1_w,sk,Obľúbené,
FLo-3ThNQmPmQSQL_L6Lx1_w,sl,Priljubljene,
FLo-3ThNQmPmQSQL_L6Lx1_w,sr,Омиљено,
FLo-3ThNQmPmQSQL_L6Lx1_w,sv,Favoriter,
FLo-3ThNQmPmQSQL_L6Lx1_w,sw,Vipendwa,
FLo-3ThNQmPmQSQL_L6Lx1_w,ta,பிடித்தவை,
FLo-3ThNQmPmQSQL_L6Lx1_w,te,ఇష్టమైనవి,
FLo-3ThNQmPmQSQL_L6Lx1_w,th,รายการโปรด,
FLo-3ThNQmPmQSQL_L6Lx1_w,tr,Favoriler,
FLo-3ThNQmPmQSQL_L6Lx1_w,uk,Вибране,
FLo-3ThNQmPmQSQL_L6Lx1_w,ur,پسندیدہ,
FLo-3ThNQmPmQSQL_L6Lx1_w,vi,Video yêu thích,
FLo-3ThNQmPmQSQL_L6Lx1_w,zh-CN,收藏的视频,
FLo-3ThNQmPmQSQL_L6Lx1_w,zh-HK,收藏,
FLo-3ThNQmPmQSQL_L6Lx1_w,zh-TW,收藏的影片,
FLo-3ThNQmPmQSQL_L6Lx1_w,zu,Izintandokazi,
FLtESv1e7ntJaLJYKIO1FoYw,af,Gunstelinge,
FLtESv1e7ntJaLJYKIO1FoYw,am,ተወዳጆች,
FLtESv1e7ntJaLJYKIO1FoYw,ar,المفضلة,
FLtESv1e7ntJaLJYKIO1FoYw,bg,Любими,
FLtESv1e7ntJaLJYKIO1FoYw,bn,পছন্দগুলি,
FLtESv1e7ntJaLJYKIO1FoYw,ca,Preferits,
FLtESv1e7ntJaLJYKIO1FoYw,cs,Oblíbené,
FLtESv1e7ntJaLJYKIO1FoYw,da,Foretrukne,
FLtESv1e7ntJaLJYKIO1FoYw,de,Favoriten,
FLtESv1e7ntJaLJYKIO1FoYw,el,Αγαπημένα,
FLtESv1e7ntJaLJYKIO1FoYw,en,Favorites,
FLtESv1e7ntJaLJYKIO1FoYw,en-GB,Favourites,
FLtESv1e7ntJaLJYKIO1FoYw,en-XA,[Fåvöŕîţéš one],
FLtESv1e7ntJaLJYKIO1FoYw,es,Favoritos,
FLtESv1e7ntJaLJYKIO1FoYw,es-419,Favoritos,
FLtESv1e7ntJaLJYKIO1FoYw,et,Lemmikud,
FLtESv1e7ntJaLJYKIO1FoYw,eu,Gogokoak,
FLtESv1e7ntJaLJYKIO1FoYw,fa,موارد دلخواه,
FLtESv1e7ntJaLJYKIO1FoYw,fi,Suosikit,
FLtESv1e7ntJaLJYKIO1FoYw,fil,Mga Paborito,
FLtESv1e7ntJaLJYKIO1FoYw,fr,Favoris,
FLtESv1e7ntJaLJYKIO1FoYw,fr-CA,Favoris,
FLtESv1e7ntJaLJYKIO1FoYw,gl,Favoritos,
FLtESv1e7ntJaLJYKIO1FoYw,gu,મનપસંદ,
FLtESv1e7ntJaLJYKIO1FoYw,hi,पसंदीदा,
FLtESv1e7ntJaLJYKIO1FoYw,hr,Favoriti,
FLtESv1e7ntJaLJYKIO1FoYw,hu,Kedvencek,
FLtESv1e7ntJaLJYKIO1FoYw,id,Favorit,
FLtESv1e7ntJaLJYKIO1FoYw,is,Eftirlæti,
FLtESv1e7ntJaLJYKIO1FoYw,it,Preferiti,
FLtESv1e7ntJaLJYKIO1FoYw,iw,מועדפים,
FLtESv1e7ntJaLJYKIO1FoYw,ja,お気に入り,
FLtESv1e7ntJaLJYKIO1FoYw,kn,ಮೆಚ್ಚಿನವುಗಳು,
FLtESv1e7ntJaLJYKIO1FoYw,ko,즐겨찾기,
FLtESv1e7ntJaLJYKIO1FoYw,lt,Mėgstamiausi,
FLtESv1e7ntJaLJYKIO1FoYw,lv,Izlase,
FLtESv1e7ntJaLJYKIO1FoYw,ml,പ്രിയപ്പെട്ടവ,
FLtESv1e7ntJaLJYKIO1FoYw,mr,आवडी,
FLtESv1e7ntJaLJYKIO1FoYw,ms,Kegemaran,
FLtESv1e7ntJaLJYKIO1FoYw,nl,Favorieten,
FLtESv1e7ntJaLJYKIO1FoYw,no,Favoritter,
FLtESv1e7ntJaLJYKIO1FoYw,pl,Ulubione,
FLtESv1e7ntJaLJYKIO1FoYw,pt,Favoritos,
FLtESv1e7ntJaLJYKIO1FoYw,pt-PT,Favoritos,
FLtESv1e7ntJaLJYKIO1FoYw,ro,Preferate,
FLtESv1e7ntJaLJYKIO1FoYw,ru,Избранное,
FLtESv1e7ntJaLJYKIO1FoYw,sk,Obľúbené,
FLtESv1e7ntJaLJYKIO1FoYw,sl,Priljubljene,
FLtESv1e7ntJaLJYKIO1FoYw,sr,Омиљено,
FLtESv1e7ntJaLJYKIO1FoYw,sv,Favoriter,
FLtESv1e7ntJaLJYKIO1FoYw,sw,Vipendwa,
FLtESv1e7ntJaLJYKIO1FoYw,ta,பிடித்தவை,
FLtESv1e7ntJaLJYKIO1FoYw,te,ఇష్టమైనవి,
FLtESv1e7ntJaLJYKIO1FoYw,th,รายการโปรด,
FLtESv1e7ntJaLJYKIO1FoYw,tr,Favoriler,
FLtESv1e7ntJaLJYKIO1FoYw,uk,Вибране,
FLtESv1e7ntJaLJYKIO1FoYw,ur,پسندیدہ,
FLtESv1e7ntJaLJYKIO1FoYw,vi,Video yêu thích,
FLtESv1e7ntJaLJYKIO1FoYw,zh-CN,收藏的视频,
FLtESv1e7ntJaLJYKIO1FoYw,zh-HK,收藏,
FLtESv1e7ntJaLJYKIO1FoYw,zh-TW,收藏的影片,
FLtESv1e7ntJaLJYKIO1FoYw,zu,Izintandokazi,
